年代,性別,平日：00:00-06:00,平日：06:00-12:00,平日：12:00-18:00,平日：18:00-24:00,週末：00:00-06:00,週末：06:00-12:00,週末：12:00-18:00,週末：18:00-24:00,テクノロジー,経済・政治,エンタメ,国際,アニメ
10,男性,11,1,1,1,1,1,5,1,1,11,1,3,0
30,女性,1,0,11,1,1,1,1,0,1,1,8,1,1
30,男性,10,1,1,1,1,1,6,1,3,1,1,1,12
30,男性,1,1,11,1,1,1,1,0,1,1,10,1,1
20,男性,1,0,1,1,1,1,1,1,1,1,1,1,1
30,男性,9,1,1,1,1,1,5,1,3,1,1,1,11
0,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,1,1,12,1,1,1,0,1,1,1,9,1,1
20,女性,12,1,1,1,2,1,6,1,3,1,1,1,10
30,女性,1,1,11,1,1,0,1,1,1,1,9,1,1
30,男性,1,10,1,1,1,1,1,1,3,7,0,1,1
30,女性,1,1,0,1,1,1,1,1,0,1,1,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,10,1,1
10,男性,10,1,1,1,1,1,5,1,1,9,1,3,1
30,男性,10,1,1,1,1,1,5,1,2,1,1,1,10
30,女性,1,0,11,1,1,1,1,1,1,1,10,1,1
40,男性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,女性,1,10,1,1,1,1,1,1,2,5,1,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,7,1,1
30,男性,10,1,1,1,0,0,5,1,3,1,1,1,10
20,男性,10,1,1,1,1,1,5,1,0,10,0,3,1
30,男性,1,10,1,1,1,1,1,1,2,6,1,1,1
20,男性,11,1,1,1,1,1,6,1,1,11,1,2,1
30,女性,1,1,10,1,1,1,1,1,1,1,9,1,1
30,男性,1,1,11,1,1,1,1,1,1,1,9,1,1
30,女性,1,11,1,1,1,1,1,1,3,7,1,1,1
30,男性,11,1,1,1,0,1,5,1,3,1,1,1,9
20,男性,10,1,1,1,1,1,4,1,1,10,1,2,1
30,男性,1,12,1,1,1,1,1,1,3,6,1,1,1
30,男性,1,9,1,1,1,1,1,1,3,6,1,1,1
40,女性,1,1,1,1,1,0,1,1,1,1,1,1,1
30,男性,1,10,1,2,1,1,1,1,3,5,1,1,0
20,女性,11,1,0,1,1,1,5,2,1,11,1,3,1
10,男性,11,1,1,1,1,1,5,1,1,9,1,2,1
30,男性,0,11,1,1,1,1,1,1,3,6,1,1,1
20,女性,1,12,1,1,1,1,0,1,2,5,1,1,1
10,男性,10,1,1,1,1,1,5,1,1,11,1,2,1
30,男性,1,1,11,1,1,1,1,1,1,1,11,1,1
30,男性,0,10,1,1,1,1,1,1,2,5,1,1,1
30,男性,1,0,1,1,1,1,1,1,1,1,1,1,1
30,女性,1,1,10,1,1,1,0,1,1,1,8,1,1
30,男性,9,1,1,1,0,1,5,1,2,1,1,1,9
20,男性,11,1,1,1,1,1,6,1,2,0,1,1,9
10,女性,10,1,1,1,1,1,4,1,1,9,1,3,1
30,男性,9,1,1,1,1,0,5,1,2,1,1,1,10
20,女性,11,1,1,1,1,1,5,1,2,1,1,1,9
20,女性,12,1,1,1,0,1,4,1,3,1,1,1,10
30,女性,1,1,9,1,1,1,1,1,1,1,9,1,1
20,男性,12,0,1,1,1,1,5,1,1,10,1,2,1
20,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,1,1,13,1,1,0,1,1,1,1,8,1,1
30,女性,9,1,1,1,0,1,5,1,3,1,1,1,11
30,女性,1,1,9,1,1,1,1,1,1,0,8,1,1
30,男性,1,1,10,1,0,1,1,1,1,1,9,1,1
40,男性,1,1,0,1,1,1,1,1,1,1,1,1,1
30,男性,1,11,1,1,0,1,1,1,2,5,1,1,1
30,男性,1,9,1,1,1,1,1,1,2,7,1,1,1
30,男性,1,9,2,1,1,1,1,1,3,6,1,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,9,1,0
30,男性,1,1,11,0,0,1,1,1,1,1,8,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,8,1,0
30,女性,1,1,10,1,1,1,0,1,1,1,7,1,1
40,女性,1,10,1,1,1,1,1,1,2,5,1,1,0
30,男性,1,1,10,1,1,0,1,1,1,1,7,1,1
10,男性,13,1,1,1,1,0,6,1,1,10,0,2,1
50,男性,1,5,1,1,1,4,1,1,1,4,1,3,1
30,女性,1,1,12,1,1,1,1,1,1,1,8,1,1
30,女性,1,1,0,1,0,1,1,1,1,1,1,1,1
30,男性,10,1,1,1,1,1,6,1,3,0,1,1,12
30,男性,10,0,1,0,1,1,5,1,2,1,2,1,9
30,女性,1,10,1,1,1,1,1,1,2,6,1,1,1
30,男性,9,1,1,1,1,1,6,1,2,1,1,1,11
30,男性,1,10,1,1,0,1,1,1,3,7,1,1,1
30,男性,1,11,1,1,1,1,1,1,3,5,1,1,1
30,女性,1,1,9,1,1,1,1,1,1,1,8,1,1
20,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,1,10,1,1,0,1,1,1,3,5,1,1,1
20,女性,9,1,1,1,1,1,6,0,3,1,0,1,10
30,男性,10,1,1,1,1,1,5,1,3,0,1,1,9
30,男性,1,1,11,1,1,1,1,1,1,1,8,1,1
30,女性,1,1,9,1,1,1,1,1,1,1,9,1,1
30,女性,1,1,10,1,1,0,1,1,1,1,10,1,0
30,男性,1,1,11,0,1,1,1,1,1,1,8,1,1
20,男性,12,1,1,1,1,1,6,1,1,9,1,3,1
30,女性,1,1,10,1,1,1,1,1,1,1,8,0,1
20,女性,10,1,1,1,1,1,4,1,2,1,1,1,11
10,男性,10,1,1,1,1,1,5,1,1,11,1,3,0
30,女性,1,1,10,1,1,1,1,1,1,1,7,1,1
20,男性,2,10,1,1,1,1,1,1,2,5,1,1,1
20,男性,11,1,1,1,1,1,6,1,3,1,1,1,11
20,男性,12,1,1,1,1,1,7,1,2,1,1,1,9
30,男性,1,10,1,1,1,1,1,1,2,7,1,1,1
30,女性,1,1,10,1,1,1,1,0,1,1,8,0,1
10,男性,11,0,1,1,1,1,5,1,1,10,1,3,1
30,女性,1,1,10,1,1,1,1,1,1,1,9,1,1
30,男性,1,10,1,0,1,1,1,1,2,6,1,1,1
30,男性,1,11,1,1,1,1,1,1,3,3,1,1,1
30,男性,1,11,0,1,1,1,1,1,2,4,1,1,0
30,男性,0,11,1,1,1,1,1,1,2,5,1,1,1
20,女性,1,1,1,1,1,1,1,1,1,0,1,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,11,1,1
30,女性,1,1,11,1,1,1,1,1,1,0,8,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,8,1,1
30,男性,11,1,1,1,1,1,5,1,2,1,1,1,10
30,女性,1,1,10,1,1,1,1,1,1,1,8,1,1
30,男性,11,0,1,1,1,1,5,1,2,0,1,1,11
10,女性,11,1,1,1,1,1,5,1,1,9,1,3,1
10,女性,1,0,1,1,1,1,0,1,1,1,1,1,1
30,男性,1,1,11,1,1,1,1,0,1,1,9,1,1
30,男性,1,10,1,1,1,1,1,1,3,5,1,1,1
30,男性,1,11,1,1,1,1,1,1,2,5,1,1,1
20,女性,1,1,1,1,1,1,1,1,0,1,1,1,1
20,女性,10,1,1,1,1,1,5,1,3,0,1,1,9
30,男性,10,1,1,1,1,1,6,1,3,1,1,1,10
10,女性,11,1,1,1,1,1,6,1,1,10,1,2,1
10,男性,10,1,1,1,1,1,6,1,1,9,1,2,1
20,男性,11,1,1,1,1,1,5,1,1,12,1,3,1
20,女性,10,2,0,1,1,1,6,1,2,1,1,1,11
30,男性,1,11,0,1,1,1,1,1,2,5,1,1,1
30,女性,1,0,1,1,0,1,1,0,0,1,1,1,1
30,男性,1,10,1,1,0,1,1,1,3,6,1,1,1
30,女性,1,1,9,1,1,1,1,1,1,1,10,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,10,1,1
10,女性,9,1,1,1,1,1,5,1,0,11,1,3,1
30,女性,1,1,10,0,1,1,1,1,1,0,8,0,1
50,男性,1,5,1,1,1,5,1,1,1,4,1,4,1
30,女性,1,1,12,1,1,1,1,1,0,1,6,1,1
30,女性,1,11,1,1,1,1,1,1,3,7,1,1,1
40,女性,1,5,1,1,1,6,1,1,1,3,1,4,1
30,女性,1,1,9,1,1,0,1,1,1,1,7,1,1
20,男性,10,1,1,1,1,1,6,1,2,1,1,1,9
10,男性,11,1,1,1,1,1,6,1,0,10,1,3,1
20,男性,1,10,1,1,0,1,0,1,3,6,1,1,1
20,男性,10,1,1,1,1,1,5,1,3,1,1,1,10
20,女性,12,1,0,1,1,1,5,1,2,1,1,1,12
30,男性,1,1,9,1,1,1,1,1,1,1,8,1,0
10,男性,12,1,1,1,1,1,6,1,0,12,1,3,1
30,男性,12,1,1,1,1,1,6,1,2,1,1,1,9
20,女性,12,1,1,1,0,1,5,1,3,1,1,1,10
20,男性,12,1,1,1,1,1,6,1,3,1,1,1,10
30,男性,0,10,1,1,1,1,1,1,3,8,1,1,1
30,男性,1,1,11,1,1,1,1,1,1,1,8,1,1
50,男性,1,6,1,1,1,5,1,1,1,3,1,3,1
20,女性,11,1,1,1,1,1,7,1,2,1,1,1,12
30,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
20,男性,9,1,1,1,1,1,3,1,1,11,1,2,1
30,女性,1,1,10,0,1,1,0,1,1,1,10,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,7,1,1
30,男性,1,12,1,1,1,1,1,1,2,7,1,1,1
10,男性,11,1,1,1,1,1,6,1,0,9,1,3,1
20,女性,1,1,1,1,1,1,1,1,1,0,1,1,1
30,男性,0,10,1,0,0,1,1,1,2,7,1,1,1
30,男性,1,10,1,1,1,1,1,1,2,5,1,1,1
20,男性,11,1,1,1,1,1,6,1,1,11,1,3,1
30,女性,11,1,1,1,1,1,6,1,3,1,1,1,10
10,男性,9,1,1,1,2,0,5,1,0,11,1,3,1
30,女性,1,1,12,1,1,0,1,1,1,0,9,0,1
50,男性,1,5,1,1,1,5,1,1,1,3,1,3,1
30,男性,1,1,11,1,1,1,1,1,1,1,9,1,1
30,男性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,1,12,1,1,1,1,1,1,3,7,1,1,1
30,男性,1,11,1,1,1,1,1,1,2,6,1,1,1
20,男性,1,12,1,1,1,1,1,1,3,5,1,1,1
10,男性,9,1,1,1,1,1,5,1,1,11,1,3,0
20,男性,10,1,1,1,1,1,6,1,3,1,1,1,11
20,男性,10,1,1,1,1,1,5,1,2,1,0,1,9
20,男性,1,1,1,1,1,1,1,1,1,0,1,1,1
30,女性,1,1,1,1,1,1,1,0,1,1,1,1,0
30,男性,1,1,10,0,1,0,1,1,1,1,7,1,1
10,男性,1,0,1,1,1,1,1,1,1,1,1,1,1
30,女性,0,11,1,1,1,1,1,1,3,7,1,1,1
20,男性,10,1,1,1,1,1,6,1,1,10,1,2,1
30,女性,1,1,11,1,1,1,1,1,1,1,10,1,1
10,女性,1,1,1,1,1,1,0,1,1,1,1,1,1
30,女性,0,1,1,1,1,1,1,1,1,1,0,1,1
30,女性,1,1,10,1,1,1,1,1,1,0,9,1,1
30,女性,1,1,8,1,1,1,1,1,1,0,8,1,0
20,女性,10,1,1,1,1,1,6,1,3,1,0,1,10
20,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,0,10,1,1,1,1,1,1,2,4,1,0,1
30,男性,10,1,1,1,1,1,6,1,3,1,1,1,13
30,男性,1,1,12,1,1,1,1,1,1,1,8,1,1
20,男性,1,1,1,1,1,1,1,1,1,1,1,1,1
20,男性,10,1,1,1,1,1,6,1,2,1,1,1,11
50,男性,1,1,1,0,1,1,1,1,1,1,1,0,1
20,女性,1,10,1,1,1,1,1,1,3,7,1,1,1
10,男性,9,1,1,1,1,0,7,1,1,12,1,3,1
30,男性,1,1,12,1,0,1,1,1,1,1,8,1,1
30,女性,1,1,11,0,1,1,1,1,1,1,8,1,0
20,男性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,1,0,1,1,1,1,1,1,1,1,1,1,1
10,男性,8,1,1,1,1,1,6,1,1,10,1,3,1
20,男性,12,1,1,1,1,0,6,1,1,10,1,3,1
30,男性,12,1,1,1,1,1,6,1,2,1,1,1,10
30,男性,0,1,11,1,1,1,1,1,1,1,9,1,1
30,女性,1,10,1,1,1,1,1,1,2,4,1,0,0
30,女性,1,1,11,1,1,1,1,1,1,1,10,1,1
30,男性,11,0,1,1,1,1,5,1,2,1,1,1,10
10,男性,9,1,1,1,1,1,5,1,1,12,1,3,1
30,男性,1,1,11,1,1,1,0,1,1,1,8,0,1
30,男性,1,1,11,1,0,2,1,1,1,1,11,1,1
40,男性,1,11,1,1,1,1,1,1,2,5,1,1,0
20,女性,11,1,1,1,1,1,5,0,3,1,1,1,10
30,女性,1,1,10,1,1,0,1,1,1,1,9,1,1
30,女性,1,11,1,1,1,1,1,1,2,5,1,1,1
30,男性,1,1,9,1,0,0,1,1,1,1,8,1,1
30,男性,12,0,1,1,1,1,6,1,3,1,1,1,10
20,男性,12,1,1,1,1,1,4,1,3,1,1,1,10
30,女性,1,1,10,1,1,1,1,1,1,1,9,1,1
20,男性,1,9,1,1,1,1,1,1,3,4,0,1,1
30,女性,1,10,1,1,1,1,1,1,2,4,1,1,1
50,男性,1,5,1,1,1,5,1,1,1,3,0,3,1
40,男性,1,1,1,1,1,1,1,1,1,1,1,1,1
20,女性,12,1,1,1,1,1,6,1,2,1,1,1,11
30,男性,10,1,1,1,1,1,6,1,2,1,1,1,9
30,男性,10,1,1,1,1,1,5,1,3,1,1,1,11
30,女性,1,1,10,1,1,1,1,1,1,1,9,1,1
30,男性,11,1,1,1,1,1,5,1,2,1,1,1,9
20,男性,11,1,1,1,1,1,5,1,2,1,1,1,10
30,男性,1,9,1,1,1,1,1,1,3,6,1,0,1
20,男性,12,1,1,0,1,1,5,1,2,1,1,1,8
30,男性,0,1,12,1,1,1,1,1,0,1,8,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,9,1,1
30,男性,1,1,1,1,1,1,1,1,1,0,0,1,1
20,男性,12,1,1,1,1,1,6,1,1,10,1,2,1
10,男性,10,1,1,1,1,1,6,1,1,9,1,3,1
30,男性,12,1,1,1,1,1,6,1,3,1,1,1,12
30,男性,1,10,1,1,1,1,1,1,2,5,1,1,1
10,男性,11,1,1,1,1,1,5,1,1,10,1,2,1
40,男性,0,6,1,1,0,6,1,1,1,4,1,4,1
30,女性,1,0,11,1,1,1,1,0,1,1,7,1,1
30,男性,1,10,1,1,1,1,1,1,3,5,1,1,1
20,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,女性,1,11,1,1,1,1,1,1,3,8,1,1,1
30,男性,1,12,1,1,1,1,1,1,2,6,1,1,1
30,男性,1,12,1,1,1,1,1,1,2,4,1,1,1
30,男性,0,1,10,1,1,1,1,1,1,1,9,1,1
20,男性,10,1,1,1,1,1,6,1,2,1,1,1,10
30,女性,0,1,9,1,1,1,1,1,1,1,9,1,1
30,男性,1,11,1,1,1,1,1,1,2,6,1,1,1
30,男性,1,1,1,1,1,1,1,1,1,1,1,1,1
10,男性,9,1,1,1,1,1,6,1,1,10,1,2,1
10,男性,11,1,1,1,1,1,6,1,1,10,1,3,1
30,男性,11,1,1,1,1,1,5,1,2,1,1,1,11
40,男性,1,6,1,0,1,5,1,1,1,3,1,3,1
50,男性,1,6,0,1,1,7,1,1,1,3,1,4,1
30,女性,1,11,1,1,1,1,1,1,3,5,1,1,1
30,女性,10,1,1,1,1,0,5,1,2,1,1,1,11
10,男性,11,1,1,1,1,1,5,1,2,10,1,3,1
30,男性,1,10,1,1,1,1,1,1,3,5,1,0,1
30,男性,1,1,12,1,1,1,1,1,1,1,9,1,0
30,女性,1,9,1,1,1,1,1,1,2,5,1,1,1
30,男性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,1,11,1,1,1,1,0,1,2,4,1,1,1
30,男性,10,1,1,1,1,1,5,1,3,1,1,0,10
30,女性,1,0,10,1,1,0,1,1,1,1,8,1,1
30,女性,1,11,1,1,1,1,1,0,2,5,1,1,1
30,女性,1,1,12,1,1,1,0,1,0,1,11,1,1
30,女性,1,1,9,1,1,1,1,1,1,1,9,1,1
30,女性,1,0,10,1,0,0,1,1,1,1,8,1,1
30,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
30,女性,1,1,11,1,1,1,1,2,1,1,8,1,0
10,男性,11,1,1,1,1,1,6,1,0,9,1,3,1
20,男性,12,1,1,1,1,1,5,1,3,1,2,1,10
30,女性,1,1,11,1,1,1,1,1,1,1,6,1,1
10,女性,11,1,1,1,1,1,6,1,1,12,1,3,1
30,女性,1,1,11,1,1,1,1,1,1,1,9,0,1
30,男性,11,1,1,1,1,1,6,1,2,1,1,1,12
40,男性,1,1,1,1,1,1,1,1,1,1,1,1,0
30,男性,1,8,1,0,1,1,1,1,3,6,1,1,1
30,女性,1,1,10,1,1,0,1,1,1,1,7,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,8,1,1
20,男性,11,1,1,1,1,1,5,1,3,1,1,1,10
10,男性,11,1,1,1,1,1,6,1,1,10,1,2,1
30,男性,1,11,1,1,1,1,1,1,2,4,1,1,1
30,男性,1,12,1,1,1,1,1,1,3,5,1,1,1
20,男性,10,1,1,1,1,1,6,1,1,10,1,2,1
50,女性,1,5,1,1,1,6,1,1,1,3,1,4,1
30,男性,8,1,1,1,1,1,6,1,2,1,1,1,8
20,男性,14,1,1,1,1,1,5,1,3,1,1,1,11
20,男性,11,1,1,1,1,1,6,1,3,1,1,1,11
20,女性,10,1,1,1,1,1,5,1,3,1,1,1,11
30,女性,1,1,11,0,1,1,1,1,1,1,8,1,1
30,女性,1,1,9,1,0,1,1,1,1,1,8,1,1
40,男性,1,1,1,1,1,1,1,0,1,1,0,1,0
30,男性,1,1,12,0,1,1,1,1,1,1,9,1,1
30,男性,1,10,1,1,1,1,1,0,3,6,1,1,1
30,男性,1,9,1,1,1,1,1,1,2,6,1,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,10,1,1
30,男性,1,1,10,1,1,1,1,0,1,1,8,1,1
30,女性,0,1,1,1,1,1,1,1,1,1,1,1,1
30,男性,1,11,1,1,1,1,1,1,3,5,1,1,1
30,女性,1,1,8,1,1,1,1,1,1,1,9,1,1
10,男性,10,1,1,1,1,1,5,1,1,12,1,3,1
30,女性,1,1,10,1,1,1,1,1,1,1,8,1,0
30,男性,0,11,1,1,1,1,1,1,2,6,1,1,1
30,女性,1,13,1,1,1,1,1,1,3,6,1,1,1
20,男性,1,11,1,1,1,1,1,1,2,6,0,1,1
20,男性,1,1,1,1,1,1,1,1,1,1,0,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,10,1,1
30,女性,1,11,1,1,1,1,1,1,3,2,1,1,1
20,男性,10,1,1,1,1,1,6,1,1,10,1,2,1
30,男性,10,1,1,1,1,1,6,1,3,1,1,1,10
10,男性,10,1,0,1,1,1,5,1,1,9,1,2,1
30,男性,1,10,1,1,1,1,1,1,3,7,1,1,1
30,女性,1,1,12,1,1,0,1,1,1,1,11,1,1
20,男性,11,1,1,1,1,0,5,1,1,11,1,2,1
30,男性,1,1,11,1,1,1,1,0,1,1,7,0,0
20,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
10,男性,9,1,1,1,1,1,4,1,1,8,1,3,1
40,男性,1,1,1,1,1,1,0,1,1,1,0,1,1
30,男性,1,12,1,1,1,1,1,1,2,5,1,1,1
30,男性,1,1,10,1,1,1,1,1,1,1,9,1,1
50,男性,1,4,0,1,1,5,1,1,1,4,0,3,1
20,男性,12,1,1,0,1,1,5,1,3,1,1,1,10
30,女性,1,0,1,1,1,1,0,1,1,1,1,1,1
30,男性,8,1,0,1,1,1,6,1,3,1,1,1,10
30,男性,1,10,0,1,1,1,1,1,3,6,1,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,9,1,1
30,男性,1,10,1,1,1,1,1,1,3,6,1,1,1
30,男性,11,1,1,1,1,1,5,1,3,1,1,1,11
20,女性,10,1,1,1,1,1,5,1,3,1,1,1,11
40,女性,1,10,1,1,1,1,1,1,3,5,1,1,1
10,女性,1,1,1,1,1,0,1,1,0,0,1,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,7,1,1
30,男性,1,1,11,1,1,1,1,1,1,1,9,1,1
30,女性,1,1,12,1,0,1,1,1,1,1,9,1,1
30,女性,11,1,1,0,1,1,5,1,3,1,1,1,9
20,女性,1,1,1,1,1,1,1,0,1,1,1,1,1
30,女性,0,1,11,1,1,1,1,1,1,0,8,1,1
30,女性,1,1,9,1,1,1,1,0,1,1,8,1,1
30,女性,1,10,1,1,1,1,1,1,3,7,1,1,1
20,男性,1,9,1,1,1,1,1,1,2,6,1,1,1
20,女性,9,1,1,1,1,1,5,1,1,10,1,2,1
20,男性,10,1,1,1,1,1,5,1,2,1,1,1,12
40,女性,1,0,1,1,1,1,1,1,1,1,1,1,0
30,男性,1,12,1,1,1,1,1,0,2,5,1,1,1
10,男性,11,1,1,1,1,1,5,1,1,11,1,2,1
30,女性,1,1,10,1,1,1,1,1,1,1,8,1,1
20,男性,10,1,1,1,1,1,5,0,2,1,1,1,10
30,女性,1,0,12,1,1,1,1,1,1,1,8,1,1
30,女性,1,9,1,0,1,0,1,1,3,8,1,1,1
30,男性,10,1,1,1,1,1,6,1,3,2,1,1,11
30,男性,1,1,9,1,1,1,1,0,0,1,8,1,0
10,男性,10,1,1,1,1,1,5,1,1,12,1,2,1
30,男性,1,9,1,1,1,0,1,1,3,6,1,1,1
40,男性,1,10,1,1,1,1,1,1,3,5,1,1,1
10,男性,11,1,1,1,1,1,6,1,1,12,1,3,1
30,男性,1,10,1,1,1,1,1,1,2,5,1,1,1
30,男性,12,1,1,1,1,1,6,1,2,2,1,2,10
30,女性,1,1,9,1,1,1,1,1,1,1,9,1,1
10,男性,10,1,1,1,1,1,5,0,1,9,1,3,1
30,男性,12,1,1,1,1,1,6,1,2,1,1,1,10
30,男性,1,10,1,0,1,0,1,1,2,7,1,1,1
20,女性,10,1,1,1,1,1,5,1,3,1,1,1,9
30,女性,1,1,11,1,1,1,1,1,0,1,10,1,1
50,男性,1,5,1,1,1,5,0,1,1,3,1,3,1
20,女性,11,1,1,1,1,1,6,0,2,1,1,1,12
30,女性,1,1,9,1,1,1,1,1,1,1,10,1,1
20,男性,9,1,1,1,1,1,6,1,1,11,1,2,1
20,男性,9,1,1,1,1,1,6,1,3,1,1,1,10
20,男性,12,1,1,1,1,1,6,1,2,1,1,1,10
30,男性,0,1,10,1,1,1,1,1,1,0,10,1,1
10,男性,10,1,1,1,1,1,5,1,1,11,1,3,1
20,男性,1,1,1,0,1,1,1,1,1,1,1,0,1
30,男性,1,9,1,1,1,1,1,1,2,5,1,1,1
20,男性,12,1,1,0,1,1,5,1,2,1,1,1,9
30,女性,0,11,1,1,1,1,1,1,3,4,1,1,1
30,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
20,男性,12,1,1,1,1,1,5,1,1,9,1,3,1
30,男性,11,1,1,1,1,1,6,1,3,0,1,1,10
10,男性,9,1,1,1,1,1,5,1,1,10,1,3,1
30,男性,1,1,0,1,1,1,1,1,1,1,1,0,1
30,女性,1,1,10,1,1,1,1,1,1,1,8,1,0
20,女性,1,0,1,0,1,1,1,1,1,1,1,1,1
20,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
20,男性,12,1,1,1,1,1,6,1,1,9,1,2,1
40,女性,1,1,1,1,1,1,0,1,1,1,1,1,1
30,男性,1,11,1,1,1,1,1,1,2,5,1,1,1
40,男性,1,1,1,1,1,1,1,1,0,1,1,0,0
30,女性,1,1,9,1,1,0,1,1,1,1,11,1,1
30,男性,1,1,11,1,1,1,1,1,1,1,9,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,8,1,1
10,男性,12,1,1,1,1,0,6,1,1,10,1,2,1
20,女性,1,1,1,1,1,1,1,1,1,1,1,0,1
40,男性,1,11,1,1,1,1,1,1,2,7,1,1,1
30,男性,1,10,1,0,1,1,1,1,3,5,1,1,0
10,男性,12,1,1,1,1,0,4,1,0,10,1,2,1
10,男性,9,1,1,1,1,1,5,1,1,10,1,2,1
60,男性,1,5,1,1,1,6,1,1,1,4,1,4,0
20,男性,10,1,1,1,1,1,7,1,2,1,1,1,11
40,女性,1,9,1,0,1,1,1,1,3,4,1,1,1
30,男性,1,1,1,0,1,1,1,1,1,1,1,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,8,1,0
30,男性,1,1,12,1,1,1,1,1,1,1,9,1,1
40,女性,1,1,1,1,1,1,1,1,1,1,1,1,1
10,男性,11,1,1,1,1,1,5,1,1,9,1,3,0
30,女性,1,1,12,1,1,1,0,1,1,1,8,1,1
10,男性,1,1,1,1,1,1,1,1,1,1,0,1,1
20,男性,11,1,1,1,1,1,6,1,2,1,1,1,11
30,男性,1,0,11,1,1,1,1,1,1,1,8,1,1
30,男性,0,1,1,0,0,1,1,1,1,1,1,1,1
30,男性,11,1,1,1,1,1,5,1,2,1,1,1,11
30,女性,1,1,10,1,1,1,1,1,1,1,11,1,1
20,男性,12,1,1,1,1,1,5,1,1,12,1,2,1
30,女性,1,1,10,1,1,1,1,1,1,1,10,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,9,1,1
30,女性,1,0,10,1,1,1,1,1,1,1,7,1,1
40,女性,1,10,1,1,1,1,0,1,2,4,1,1,1
30,男性,1,1,9,1,1,1,1,1,0,1,8,1,1
30,男性,1,1,10,1,0,1,1,1,1,1,10,1,1
30,女性,1,1,10,1,1,1,1,1,1,1,10,1,1
30,男性,1,8,1,1,1,1,1,1,2,6,1,0,1
20,女性,12,1,1,1,1,0,6,1,3,1,0,1,13
30,女性,1,2,11,1,1,1,1,1,1,1,6,1,1
30,女性,10,1,1,1,1,1,4,1,2,1,1,1,11
30,男性,0,1,10,1,1,1,1,1,1,1,10,1,1
30,男性,1,11,1,1,1,0,1,1,3,5,1,1,1
30,男性,1,12,1,1,1,1,1,1,2,7,1,1,1
30,女性,1,12,1,1,0,1,1,1,2,7,1,1,0
30,男性,1,9,1,1,1,1,1,1,3,5,0,0,1
30,男性,1,9,1,1,1,1,1,1,3,6,1,1,1
30,男性,1,10,1,1,1,1,1,1,2,4,1,1,1
30,男性,1,10,1,1,1,1,1,1,2,4,1,1,1
30,女性,9,2,1,1,1,1,5,1,3,1,1,1,9
30,女性,1,10,1,1,1,1,1,1,3,4,1,1,1
10,男性,12,1,1,1,1,1,5,1,1,11,1,2,1
30,女性,1,1,11,1,1,1,1,1,1,1,9,1,1
40,女性,1,1,1,1,0,1,1,1,1,1,1,1,1
30,女性,1,11,1,1,1,0,1,1,3,5,0,0,1
30,女性,10,1,1,1,0,1,6,1,3,1,1,1,10
30,女性,0,1,10,1,1,0,1,1,1,1,10,1,1
30,女性,1,1,11,1,1,1,1,1,1,1,7,1,1
20,女性,11,1,1,1,0,1,7,1,1,11,1,2,1
20,男性,1,9,1,1,0,1,1,1,3,6,1,1,1
30,女性,10,1,1,1,1,1,5,1,3,1,1,1,10
30,男性,9,1,1,1,1,1,5,1,2,1,1,1,11
30,男性,1,1,10,1,1,1,1,1,1,1,9,1,1
20,女性,10,1,1,1,1,1,7,1,3,1,1,1,12
50,男性,1,5,1,1,1,5,1,1,1,3,1,4,1
40,男性,1,10,1,1,1,1,1,1,2,7,1,1,1
10,男性,12,1,1,1,1,1,6,1,1,10,1,3,1
20,女性,9,0,1,1,1,1,5,1,3,0,1,1,13
30,男性,1,10,1,1,1,1,1,1,3,5,1,1,1
30,男性,1,9,1,1,1,1,1,1,2,6,1,1,1
30,男性,10,1,1,1,1,0,5,1,2,0,1,1,10
30,女性,1,1,11,1,1,1,1,1,1,1,8,1,1
